description|direccion|fot|irregular|medidas|esquina|barrio|frentes|pileta|urb_cerrada|urb_semicerrada|posesion|preventa|indiviso|a_demoler|es_multioferta|es_monetizable
"BARRIO ABIERTO EN VEINTE DE JUNIO. Ubicado entre Aroma, Ceretti, Ricco y Gorostiaga Oportunidad de inversión a valores de pre-venta: Barrio abierto ""Los Aromos"", sin expensas, en la mejor zona de 20 de Junio, Matanza El proyecto contempla para la venta 80 Lotes de 900 y 1000m2 que se entregarán ESCRITURADOS en una fecha estimada cercana a DICIEMBRE 2022, y que gracias a una impecable gestiÃ³n, hoy ya cuenta con Planos Aprobados en el Municipio de Matanza, y ARBA, en la La Plata. Para tal logro, serÃ¡n necesarias todas las obras de infraestructura viales tales como: -Apertura de cinco calles nuevas -Aporte de suelo cemento -Aporte de tosca compactada -Aporte de cascote fino como terminaciÃ³n final -CordÃ³n cuneta de HormigÃ³n Armado en todas las nuevas calles a ceder con acceso vehicular y desagÃ¼e pluvial. El proyecto urbano tambiÃ©n contempla un plan hidrÃ¡ulico de evacuaciÃ³n de las aguas de lluvia mediante sumideros, zanjas y entubados perimetrales aprobados por el municipio de La Matanza Por otro lado, se contempla toda la iluminaciÃ³n pÃºblica y tendido elÃ©ctrico; mejorado de calles aledaÃ±as y desmalezado. El emprendimiento contará con un sector de 10.000mÂ² para el esparcimiento publico."||||||Los Aromos||||||True||||
OPORTUNIDAD SOLO MES DE JUNIO 2022 San Sebastián, ubicado en el límite de Escobar y Pilar, es el barrio indicado para vos, que buscas siempre lo mejor para tu familia. Con un acceso en el km 54,5 de la autopista panamericana, cuenta con todos los servicios necesarios para que vivas la naturaleza de una forma diferente. 13 barrios comunicados por un boulevard, lagunas, cancha de golf y más de 100 hectáreas destinadas a los deportes conforman este maravilloso ecosistema, ideal para disfrutar todos los días junto con tus seres más queridos. 154 hectáreas de lagunas Cancha de golf Canchas de futbol y tenis Seguridad 24hs Club house Disponibles Lotes internos frente a Plaza 659 Mt. La mejor orientación del Barrio Nuestra Señora del Carmen. Área 13 Anticipo USD 14.200 Restan 19 cuotas de $ 87.239,00 + CAC y 3 refuerzos de $ 375.800,00 No paga expensas hasta la posesión enero 2024. Aclaramos que tenemos varios disponibles todos con buena orientación !!! No dejes de contactarnos para mayor información Remax Duo||||||San Sebastián|||||True|True||||
"LOTE EN VENTA * De 1187 m2 ubicado en Barrio Laguna (da a la laguna). Villa de Campo Tres Pino, partido de General Rodríguez * Entrega y posesión año 2024, Aun no se abonan expensas. * Predio de 500 hectáreas, con 7 barrios interconectados: ""Estribo"", ""Norte"", ""Polo"", ""Golf"", ""Casco"", ""Laguna"" e ""Isla"" * Club house ya funciona, se puede ir a pasar al día."||||||Laguna|||||True|||||
Lote 5 es una CESIÓN, por lo tanto paga sellos el COMPRADOR Se trata de una parcela de 795m² que forma parte del barrio privado Finca Pueyrredón en un exclusivo predio de 1.260m² con barranca al río y enmarcado en un maravilloso parque de especies añosas. FOT 0.90, FOS 0.45, Alt máx. 8,50m Retiro de frente: 5m Retiros laterales: 3m Forma de pago: 40% en USD a la adhesión 57% en cuotas 3% posesión Inmobiliaria NARVAEZ Av. Del Libertador 15.878, San Isidro, Buenos Aires, Argentina + 54 9 ******** / + 54 9 ******** ******** CSI 4169 CUCICBA 6062||||||Finca Pueyrredón|||||True|True||||
UBICADO EN BARRIO FÉLIX U. CAMET, SOBRE CALLE DIAGONAL MAR AUSTRAL ENTRE CALLE CERRO ACONQUIJA (EX 29) Y CERRO FIAMBALÁ (EX 31). CUENTA CON SERVICIOS DE LUZ; GAS; RED CLOACAL Y RECOLECCIÓN DE RESIDUOS. SECTOR EN EXPANSIÓN. ACEPTA PERMUTA POR VEHICULO EN MUY BUEN ESTADO. ESCUCHA PROPUESTAS CON UN PORCENTAJE DE FINANCIACIÓN|"CALLE DIAGONAL MAR AUSTRAL ENTRE CALLE CERRO ACONQUIJA  Y CERRO FIAMBALÁ "|||||||||||||||
DUEÑO DIRECTO. atencion: No respondo a Inmobiliarias. aviso: otros truchos copian y roban datos para publicar el mismo lote. tener cuidado!!! TOBAS entre COLIQUEO y ANCATRUZ. 400mts del río. zona no inundable. apto financiacion privada con garantia prop o prendaria 50% y saldo 12 cuotas en dolares sin interes- a 1500mts de ruta 11 tendido electrico en la entrada al lote no hay red de agua potable ni cloacal internet por antena parabolica .asp?id=7188&t=Punta-del-Indio-paraiso-oculto como llegar: desde capital tomar autopista buenos aires- la plata y en la primera bifurcación a la derecha pasa primer peaje. Tomar salida a la derecha a Mar del Plata ruta 2 Hudson para luego ver cartel ruta 36 EL PATO y salir en la bifurcacion a la derecha para tomar la 36 ruta hacia dolores chascomús salida empalme ruta 36 partido de la costa y en cartel a la izquierda hacer como una media U pasando por abajo del puente y todo derecho por la 36 es doble mano sin luz unos 15 minutos aprox. Pasar la primer rotonda y pasar la segunda rotonda y tercer rotonda a Pipinas qué son unos 45 minutos Aproximadamente en la cuarta rotonda seguir derecho hasta la cruz de Jesús ahí a la izquierda hay un cartel a Verónica la ruta se llama circunvalacion2. Hacer unos 7 km de ripio y después de un cartel de bienvenida a Punta Indio doblar a la derecha y seguir como 3 km más y luego doblar a la izquierda por ruta 11 en el cartel Parque Costero Sur, es como volviendo para atras. Luego doblar en calle ANCATRUZ a la derecha y seguir hasta Tobas y a 50mts está la entrada a lote 19. No esta demarcado ni amojonado ni cercado. para ir en micro: hay que llegar hasta veronica desde la plata con micro que sale de terminal. Y una vez en Veronica tomar el micro Parque Costero del Sur a Punta Indio. horarios-micro-comunal||||||||||||||||
Consulte por anticipo y cuotas! Parte indivisa de 5x20. Destinado a construcción de duplex. Toda la documentacion al día. Listo para escriturar. Subdivisión por PH. El de al lado esta vendido. Plano del proyecto a construir: Planta baja: Cocina comedor y toilet. Planta alta: dos dormitorios y baño completo. La mejor manera de invertir. No te pierdas esta oportunidad!||||5 x 20|||||||||True|||
Importantes lotes de 1250m2 promedio en Fincas de Lima. Lotes perimetrales. ¡Con Posesión Inmediata! ¡Planes de financiación! FINCAS DE LIMA es un desarrollo de 17has con solo 100 lotes de 1250m2 promedio. Ubicado en Lima, partido de ZÃ¡rate, se encuentra a unos 100kms de CABA, a poco mÃ¡s de una hora en auto con acceso directo por autopista. Se accede desde la Ruta NÂ°9 por el Camino Km103. Con un entorno arbolado y en contacto con la naturaleza, es un espacio ideal para familias en busca de una mejor calidad de vida. El barrio semi-cerrado posee sólo dos accesos con tranqueras, uno desde la ruta (por Camino KM103) y el segundo desde el pueblo de Lima, otorgando seguridad y privacidad a las familias. Cuentan con servicio elÃ©ctrico con tendido aÃ©reo; calles internas mejoradas, cerco perimetral. El valor corresponde al pago de contado para los lotes: 62; 86; 88 y 91 Las dimensiones de algunos lotes varían entre 1233m2 y 1250m2 Las medidas, porcentuales, y superficies son aproximadas. Las medidas definitivas surgen del tÃtulo de propiedad, plano municipal y/o plano de mensura. Con 1.251 m2 su fondo de 28 metros se ubica sobre el hoyo 1 de la colorada, en el Barrio Pebble Beach de Pilar Golf. ¡Apto para construir inmediatamente! El precio publicado es por pago al contado. Ofrecemos financiación: USD 68.000 como anticipo y 24 cuotas de USD 6.000.- Te invitamos a recorrer el el lugar y estamos a tu disposición para todo lo que quieras saber.||||||||||True||||||
Hermosa casa 3 amb a estrenar ubicada en Solis 364, Temperley Excelente ubicación a tan solo 5 cuadras de la estación de Temperley. Sup. cubierta 47m2 Sup. total 52m2 -Casa al frente totalmente refaccionada a nuevo -Living -Comedor amplio que cuenta con estufa -Cocina con muebles bajo mesada -Dos dormitorios -Baño completo -Patio A 5 cuadras de la estación de Temperley! Se puede financiar el 50% Valor con finaciacion: US$93.000 Apto crédicto *SE ESCUCHAN PROPUESTAS* *SE ACEPTAN VEHICULOS COMO PARTE DE PAGO* *SE ACEPTAN PERMUTADAS EN ZONA SUR*|Solis 364|||||||||||||||
Excelente lote en esquina, en barrio de casas nuevas - a 400 mts de camino centenario- sobre asfalto - Lote de 423 m cuadrdos. real oportunidad -posibilidad de finaciacion||||||||||||||||
Excelente casa a estrenar al agua! Barrio Cerrado Ceibos de Puertos del Lago. Excelente calidad constructiva. Posibilidad de financiación a cargo de la constructora con el 70% de anticipo y 30% hasta 24 cuotas fijas en dólares Sobre lote interno central, se desarrolla en dos plantas. En planta baja, living comedor principal con salida al exterior. Cocina con barra. Comedor diario. Toilete. Dependencia de servicio con baño completo. Lavadero independiente. Entrada lateral de servicio. En planta alta, dos dormitorios en semisuite. Suite junior. Master suite con vestidor. En el exterior galerÃa con parrilla. Piscina de 37m2.||||||Ceibos de Puertos del Lago||||||||||True
Oportunidad! Anticipo con entrega de USD30.000 con entrega de posesion + 60 cuotas de USD500. Casa en venta en Barrio Abierto Los Campos de Fresnos, ubicado en Zarate sobre calle España, cercano a Antartida Argentina y a Ruta Nacional 9. Unidad Funcional de tres ambientes: Dos dormitorios, cocina-comedor integrada, baño completo. Parque y cochera semicubierta para dos vehiculos. Lote de 450 mts.2. Construccion en Seco. Sin Expensas. Termotanque eléctrico, cocina a gas envasado, biodigestor. InformaciÃ³n adicional: Agua caliente: Termotanque Superficie del terreno: 450||||||Los Campos de Fresnos||||||||||
Corredor Responsable: LAURA PALINI CSM 2733 / CPI 7752 - Contacto: Magdalena Camerlinckx - MLS ID # -4 Este departamento se encuentra en el Complejo Cerrado Cefiro, con Sum equipado con parrilla, cocina, baÃ±o y mobiliario. AdemÃ¡s cuenta con cochera. A unas cuadras de paradas de distintas lÃneas de colectivo, a unas cuadras de Ruta 8 estaciÃ³n Campo de Mayo y cerca de locales comerciales. Entrando por la puerta principal al departamento nos encontramos con un living comedor con una puerta ventana a un lindÃsimo balcÃ³n, con cocina integrada con bajo mesada y alacenas, y tambiÃ©n cuenta con conexiÃ³n para lavarropas. . Tiene una escalera que nos lleva a un altillo donde nos encontramos con un dormitorio. DespuÃ©s de la cocina tenemos tenemos un pasillo con un baÃ±o completo con baÃ±era, y despuÃ©s llegamos al dormitorio principal muy luminoso que ademÃ¡s cuenta con placard. Este departamento es un opciÃ³n para aquellas personas que buscan un lugar tranquilo donde vivir. ¿QUÉ ESTÁS ESPERANDO PARA MUDARTE? LLAMAME Y VAMOS A CONOCERLA!!! FINANCIA HASTA EL 30% Comprá la casa que querías! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simula tu cuota en la página de Lendar (lendar. com. ar) SI TENES QUE VENDER PARA COMPRAR PODEMOS AYUDARTE Y REALIZAR LA OPERACIÃ“N SIMULTÃNEA. BENEFICIO PARA CLIENTES REMAX: Si comprás tu casa con RE/MAX y te falta hasta un 30% del valor podés acceder a un préstamo a través de LENDAR con mínimos requisitos y aprobaciÃ³n en sÃ³lo 7 dÃas hÃ¡biles! El trÃ¡mite es 100% online y sin bancos! Podes hacer la simulación de las cuotas y calcular vos tu préstamo. ConocÃ© mÃ¡s sobre LENDAR en su pÃ¡página www. lendar. com. ar ALCANZÃ LO QUE SOÑAS !!!! MUDATE A LA VIDA QUE QUERES||||||||||||||||True
venta departamento en ph.-en complejo calle santa fe 735,bella vista.-pdo de san miguel esta unidad se encuentra en contrafrente Unidad desarrollada en una planta techo loza,preparado para construccion en futuro en. compuesta por cocina comedor con mobiliario.- dormitorio sin placard baÃ±o con tres sanitarios cochera descubierta total superficie 52,87m SERVICIOS_GAS ENVASADO.-LUZ.-AYSA 300.-MUNICIPAL 450-SE DIVIDE PROPORCIONAL DE GASTO DE LUZ DE BOMBA DE AGUA.- valor de venta u$s 70.000- apto credito bancario.- puede financiar: 70% al boleto con posesión y saldo 30% en cuotas a convenir.-|santa fe 735 bella vista||||||||||True|||||
Venta Lote de terreno en Villa Elvira, La Plata. Mide: 10 mts de frente por 33,25 mts de fondo, superficie total de 332,50 m2. Tiene una construcción  de 50 m2 aprox a reciclar o demoler. Servicio: asfalto, luz, gas, agua y electricidad. Cloacas no. Consulte.||||10 x 33.25||||||||||True||
40 entre 25 y 26, Barrio La Loma. Lote de 8,66 ml de frente por 43,30 ml de largo (374 m2), con construcción a demoler. Excelente entorno, a media cuadra de Avenida 25, a una cuadra del Parque Manuel Alberti y a cuatro  cuadras de la Plaza 19 de Noviembre en Avenida 44 y 25. Acceso a varias líneas de micros, entidades educativas y actividades comerciales. Ideal para desarrollar una vivienda o desarrollo inmobiliario (zona U/R1).|40 entre 25 y 26|||8.66 x 43.30||La Loma||||||||True||
Venta de Lote, La Plata 	Casa a demoler sobre lote 10 x 30, ubicada sobre avenida 51, a metros del Parque San Martin y a dos cuadras de Plaza Malvinas.  Ideal constructor, zona Premium de la ciudad de La Plata.  Zonificacion U/EF3.  Se puede construir 6 pisos y 26 UF.  NO TOMA METROS EN EL LUGAR NI METROS CONSTRUIDOS.  ¿VISITAMOS? Contactate!  Se deja establecido que toda información, datos y gastos expresados (medidas, metros cub, expensas, impuestos, etc) en la publicación son aproximados y deberán verificarse con la documentación correspondiente, no comprometiendo a la empresa. La venta queda sujeta al cumplimiento por parte del propietario de lo establecido por la Resolución General N 2371 de la AFIP.  Medida: Frente : 10 Medida: Fondo : 10 Medida: Lateral Izq. : 30 Medida: Lateral Der. : 30  (JSP-JSP-3445)||||10 x 30||||||||||True||
Excelente lote p/emprendimiento de edificio multifamiliar en zona residencial en crecimiento. Actualmente diponible. Consulte más detalles. Caracterisiticas principales. Superficie cubierta: 400 m2. Frente: 10 mts. Fondo: 40 mts. LOTE c/edificación a demoler. Lote en Casco urbano c/todos los SERVICOS BÁSICOS (Asfalto, Agua, Gas, Cloacas, Cable, Internet). Posible permuta en parte de pago por Dpto 1/2 dorm en La Plata. CONTADO - ESCRITURA DIRECTA.||||10 x 40||||||||||True||
VENDEMOS en 66 entre 11 y 12  LOTE CON CASA A RECICLAR IDEAL PARA DESARROLLO  Estar comedor, 2 habitaciones, cocina, baño y antebaño, garage cubierto, patio con jardín y galpón de guardado  Lote de 300 mts2 (10 mts de frente x 30 mts de fondo).  Zonificación U/C2b 8 niveles 12 con premios.  Consultanos!|66 entre 11 y 12|||10 x 30||||||||||True||
LOTE CON DEMOLICION TOTAL. 7.80 de frente  x 25 de fondo aproximadamente. UC2, zona de buen rendimiento.||||7.80 x 25||||||||||True||
LOTE DE TERRENO DE 8,66 x 48,29 CON CONSTRUCCION DE UNA CASA AL FONDO PARA DEMOLER - SOLO SE TIENE EN CUENTA EL LOTE - IDEAL CONSTRUTOR -||||8.66 x 48.29||||||||||True||
"RUTA N° 3, KM. 118, A 160 METROS DE LA RUTA (SAN MIGUEL DEL MONTE).  LOTE IRREGULAR EN ESQUINA. SUP. TOTAL DEL TERRENO 8.000 m2 APROX. RANCHO (A DEMOLER). SERVICIOS: LUZ â€“ AGUA POR BOMBEADOR. ALAMBRADO PERIMETRAL DE CAMPO. ARBOLEDA AÑOSA. MUY BUEN CAMINO DESDE LA RUTA PARA EL INGRESO CON DECLARATORIA DE HEREDEROS, PARA ESCRITURAR POR TRACTO ABREVIADO. PASANDO LA LAGUNA DE LAS PERDICES. "|RUTA N° 3, KM. 118||True||True|||||||||True||
CASA ANTIGUA PARA DEMOLER - SE CONSIDERA EL LOTE PARA CONSTRUCCIÓN DE EDIFICIO - 10 x 34,02 - PODRÍAN PERMUTARSE METROS CUADRADOS DE CONSTRUCCIÓN -||||10 x 34.02||||||||||True||
CASA ANTIGUA PARA DEMOLER EDIFICADA EN LOTE DE 17,32 x 59||||17.32 x 59||||||||||True||
"EXCELENTE LOTE CON GALPON A DEMOLER. EXCELENTE UBICACION PARA FINES COMERCIALES EN INGRESO A SAN VICENTE EN LA CERCANIA DE CAMPO DAROMY. "||||||||||||||True||
"LOTE DE AMPLIAS DIMENSIONES CON GALPON A DEMOLER. UBICACION ESTRATEGICA PARA FINES COMERCIALES CONSULTENOS X MAS DETALLES COMPARTIDO CON ADROGUE BUILDING GASTOS DE ESCRITURA CONFORME A LEY  "||||||||||||||True||
"Corredor Responsable: Francisco Ezequiel Errico CMCPDJLP 7292 - LOTE en venta con casa A DEMOLER, en calle 16 entre 63 y 64. Cuenta con dos dormitorios, living, cocina, comedor, baño y cochera para un auto. UC2. 14 UF. "|16 entre 63 y 64|||||||||||||True||
"VENTA TERRENO Calle 14 entre 35 y 36 - La Plata LOTE EN VENTA, CALLE 14 E/ 35 Y 36. RENDIMIENTO: FOS 0,6 - ALTURA REFERENCIA EN NIVELES: 6. FOT COMERCIAL: 2,7. FOT RESIDENCIAL: 2,25. DENSIDAD COMERCIAL: 1800. DENSIDAD RESIDENCIAL: 900. PREMIOS: 50% en FOT Y DENSIDAD. RETIROS Y REQUISITOS Parcela con frente a Diagonal (de 30 mts), Avenida, Plaza o Parque Frente: No se permiten RETIROS de la Linea Municipal a nivel de basamento (hasta 7 mts.). Laterales: No se permiten RETIROS visibles desde la via pública a nivel de basamento (hasta 7 mts.) COCHERAS OBLIGATORIO PROVISION DE COCHERAS: 60% DE UNIDADES DE COMERCIO/VIVIENDA/OFICINA EN LOTES DE FRENTE MAYOR A 12 mts. Y SUPERFICIE MAYOR A 375 m2. VALOR DE INCIDENCIA POR METRO CUADRADO 177.77USD. VALOR DE INCIDENCIA POR UNIDAD FUNCIONAL 9000USD.  LOTE DE 10x30 EN BARRIO NORTE, LA PLATA, CON CASA A DEMOLER. ZONIFICACION UC2. F.O.S. 0,6, ALTURA REFERENCIA EN NIVELES 6, F.O.T. COMERCIAL 2,7, F.O.T. RESIDENCIAL 900, PREMIOS 50% EN F.O.T. IDEAL INVERSORES. "|14 entre 35 y 36|FOT COMERCIAL: 2.7. FOT RESIDENCIAL: 2.25||10 x 30||||||||||True||
"EXCELENTE ESQUINA PARA USO COMERCIAL 100M2 DE TIERRA  CON UNA CONSTRUCCION A DEMOLER O A REFACCIONAR IDEAL INVERSORES Coordina una vista con nosotros "||||||||||||||True||
LOTE CON CASA A DEMOLER EN EXCELENTE ZONA A 2 CUADRAS DE LA ESTACION SOBRE FASOLA IDEAL COMERCIO Y VIVIENDA LOTE 8,85 X 27,80, FOT 0,8 , 1 UNIDAD CADA 100 Mts, ( SALE 1 LOCAL Y 1/ 2 DEPTOS.||FOT 0.8||8.85 x 27.80||||||||||True||
- PARA DEMOLER O REFACCIONAR - CASA 3 AMBIENTES CON 3 DORMITORIOS AL FONDO - VILLA MAIPÚ (45) GÃ¼iraldes 2000 - Entre (52) EcheverrÍa y (54) Mitre En el lote se encuentran dos propiedades, una al frente y una al fondo, divididas por un patio. FRENTE: 2 Dormitorios Cocina-Comedor BaÃ±o Lavadero FONDO: 3 Dormitorios||||||||||||||True||
EXCELENTE LOTE DE 436 M2  - 8,72 Mts. DE FRENTE X 50 Mts. DE FONDO - TODOS LOS SERVICIOS EN LA PUERTA (A CONECTAR) - FOT: 950 M2 (APROX) - CASA PRE FABRICADA A DEMOLER||||8.72 x 50||||||||||True||
LOTE DE 8,66 X 17 MTS. CON VIVIENDA A DEMOLER.||||8.66 x 17||||||||||True||
IMPORTANTE LOTE SOBRE AVENIDA 520, IDEAL INVERSORES DOS LOTES EN BLOQUE DE 9 X 32 CADA UNO. CON PROPIEDAD A DEMOLER.||||9 x 32||||||||||True||
"GRAN ENTORNO COMERCIAL INMEJORABLE UBICACIÓN 2 CUADRAS DE AV. MAIPÚ PRÓXIMO ACCESO HACIA CAPITAL FEDERAL ÓPTIMOS MEDIOS DE LOCOMOCIÓN. LOTE DE 8.66X28. A DEMOLER UNA VIVIENDA CON 3 AMBIENTES. ZONIFICACION C1A. FOT 1,8 + PREMIOS. DENSIDAD 400 HAB/ha. APTO 9 UNIDADES. "||FOT 1.8||8.66 x 28||||||||||True||
LOTE 8.66 X 35 CON CASA PARA DEMOLERA 3 CDRS Av. MOSCONI Y 3 J. M ROSAS||||8.66 x 35||||||||||True||
"VENTA DE LOTE IDEAL CONSTRUCTOR - SUS MEDIDAS: 8,66 X 47 MTROS DE FONDO. EN EL INMUEBLE SE ENCUENTRA DOS CONSTRUCCIONES ANTIGUAS A DEMOLER. IDEAL CONSTRUCTOR -  "||||8.66 x 47||||||||||True||
"IDEAL CONSTRUCTOR/INVERSOR Lote de 8,66 metros de frente por 43 metros de fondo, con una construcción de tres ambientes a refaccionar o demoler. Zonificación IR (INDUSTRIAL RESIDENCIAL) "||||8.66 x 43||||||||||True||
"VENTA lote de 616 m2, con mejora a demoler y/o reciclar y una pileta de fibra a refaccionar. Tiene 20 m de frente por 30,80 m de fondo. Tiene luz, gas envasado, pozo ciego y agua de pozo. Ubicada en barrio de vivienda permanente con rápido acceso a Panamericana Ramal Pilar. Tiene escritura  "||||20 x 30.80||||||||||True||
XINTEL(SRD-SRD-410) Venta de Lote, Villa Gesell   Paseo 105 y Avenida 10. Lote en PH con construcciones antiguas a demoler. Ideal Emprendimiento Comercial. Superficie: 320,71 m2 (11,51m de frente por Paseo 105, 10m de ochava, 17,90m sobre Avenida 10)|Paseo 105 y Avenida 10|||11.51 x 17.90||||||||||True||
LOTE DE TERRENO irregular en esquina cuyas medidas aproximadas son de 10m x 17m contando con una superficie total de 172,08m2. Se encuentra ubicado sobre las calles 461b y 14a en la localidad de City Bell, partido de La Plata, a 3 cuadras del Camino Centenario. Posee una pequeña casa a demoler. El barrio se encuentra en pleno desarrollo y con construcciones de viviendas nuevas.|461b y 14a||True|10 x 17||||||||||True||
"Corredor Responsable: Daniel Guindani CMCPDJLP 7463. Contacto: Adriano Graziani - MLS ID # _ Terreno a la venta con construcción para utilizar como deposito o a demoler, de 300mts2 (10mts de frente por 30mts de fondo), ubicado en calle 61 entre 11 y 12 (La Plata, Buenos Aires). Con disposición frente y orientación norte . _Zona :U/C1 - AREA Central, Residencial Central _ALTURA REFERENCIA EN NIVELES 10. R "|61 entre 11 y 12|||10 x 30||||||||||True||
"Excelente Lote de 8,50 metros de frente x 43,30 de fondo con construcción añeja a demoler y/o reciclar. "||||8.50 x 43.30||||||||||True||
"Propiedad en block sobre lote de 8,66 x 34,64 en barrio Chauvén. Zonificación R4. Posibilidad de edificar PB y 5 pisos. 800m2 construibles mas cocheras y terrazas privadas. Vereda de sol. Toma menor valor o m2. "||||8.66 x 34.64||||||||||True||
"Zona residencial - Todos los servicios. A metros de Av. Muñíz, y Puente Barcala - Fácil acceso a autopista. Lote de 10m x 60m con construcción de 70m2. IDEAL EMPRENDIMIENTO PERMUTA, toma propiedad en Morón , Castelar, Ituzaingó. (Así¬ mismo se encuentra a la venta lote de al lado 10m x 57m). "||||10 x 60||||||||||True||
CASA ANTIGUA - SE CONSIDERA EL LOTE PARA CONSTRUCCIÓN DE EDIFICIO - 10 x 34,02 - PODRÍAN PERMUTARSE METROS CUADRADOS DE CONSTRUCCIÓN -||||10 x 34.02||||||||||True||
"Lote de terreno con construcción en venta frente al Parque San Martí¬n, 54 y 23, La Plata. LOTE 1: de 131m2 apróx con 8 mts de frente con vista al Parque San Martí¬n; LOTE 2: 408 m2 apróx total: 15 mts apróx de frente hacia calle 54 y 24 mts apróx con frente hacia calle 23; lo que hacen ambos una superficie total de 539 m2 apróx con frentes hacia 3 calles: 54, 23 y diagonal 102. Todos los servicios; Excelente propiedad en inmejorable ubicación de la ciudad ideal para desarrollos multifamiliares. Zona :U/EF3a - AREA Eje Fundacional Tramo 3: Calle 20 a calle 23 y frentistas a Parque San Martin. FOT RESIDENCIAL 2.5, DENSIDAD RESIDENCIAL 1.000, PREMIOS FOT Y DENSIDAD 70%. OPORTUNIDAD "|"54 y 23 "|FOT RESIDENCIAL 2.5||||||||||||||True
"Terreno de 28x35 con construccion ideal desarrollo industrial con acceso rapido a autopista de Oeste. "||||||||||||||True||
"Lote con construcción de dos plantas (una casa PB y otra PA) No está afectado a PH, se vende como lote por el estado de los inmuebles.- Toman departamentos ya hechos en parte de pago "||||||||||||||True||
"Lote de 10 x 30 a metros de Av. Mosconi con construccion precaria apto varios destinos. Calle Laprida al 3600. Contactanos para más info "||||||||||||||True||
"Casona Antigua Sobre lote de 830 Mts c/ 3 Dormitorios ,amplios, living y comedor,cocina-comedor diario amueblado, 2 baños,patio,galeria y parque con quincho. - Buen Estado - ** IDEAL EMPRENDIMIENTO INMOBILIARIO** "||||||||||||||True||
"Hola. Casa 4 amb sobre lote 8,66 x 46.40mts!! Reciclada a Nuevo! con ent. vs autos y amplio fondo libre con quincho!! Ideal inversor para construir (8 deptos. con cochera). A Mts de ParanÃ¡!!  MEDIDAS 8.66 x 46.40 SUPERFICIE: 402.00M2 ZONIFICACION C1A FOS ZONA 0.6 FOT ZONA 1.5 RETIRO DE FRENTE. NO SE EXIGE RETIRO DE FONDO. 4 METROS DENSIDAD 300 HABITANTES POR HECTAREA PREMIOS MAXIMOS HASTA 25% EN FOT Y DENSIDAD CANTIDAD DE DEPARTAMENTOS MAXIMO 8 UNIDADES. PARA LLEGAR A ESTA CANTIDAD DE UNIDADES SE DEBE PROYECTAR 0.54 DE FOS Y RETIRAR DE FRENTE LA CONSTRUCCIÃ³N 5 METROS PARA LOGRAR LOS 25% DE PREMIOS CANTIDAD MAXIMA DE PISO 3(TRES) CON PLANTA BAJA INCLUIDA SOBRE SEGUNDO PISO SE PUEDE PROPONER ENTREPISOS EN LAS UNIDADES. ALTURA MÃ¡XIMA 13.50M CON CUBIERTA INCLINADA TANQUE DENTRO DEL TECHO, 11.50M CON TANQUE FUERA DEL TECHO Y 10.50M CON CUBIERTA PLANA. ESTACIONAMIENTO REQUERIDO, ESPACIO COMÃºN DE 20M2 POR UNIDAD O UN MODULO PARA CADA UNIDAD DE 2.50x5.00. SUPERFICIE DE LOSAS SEGÃºN FOS 217M2 PUEDEN SEPARARSE EN DOS CUERPOS CON PATIO INTERNO DE 6 METROS PARA VENTILAR. LAS SUPERFICIES DE COCHERAS CUBIERTAS NO SE COMPUTAN EN FOT Y LOS PASOS DE PLANTA BAJA Y ESCALERAS SE COMPUTAN AL 50% EN FOT LA SUPERFICIE DE CADA DEPARTAMENTO EN CASO DE HACER 8 UNIDADES SERÃ¬AN DE 50M2 Y DE 60M2 LOS QUE PROPONGAN ENTREPISO EN PLANTA SUPERIOR. SUPERFICIE CUBIERTA MAXIMA EDIFICABLE 1ER Y 2DO PISO 440.00M2 SUPEFICIE PLANTA BAJA 217.00M2 "||"FOS 0.6 FOT 1.5 "||8.66 x 46.40||||||||||True||
Vendo Lote de 10 x 35 con casita a terminar de 8 x 3.30 cuenta con servicio de luz, agua de pozo||||||||||||||||True
"Lote de 2024 m2, con una superficie cubierta de 1292 m2 y medidas irregulares. Próximo a Av 520.Cuenta de 80,3 mts de frente sobre calle 13 o Cno. Centenario.Zona :U/C4 - Corredores de Acceso principal (ex U/C4b). CARACTERISTICA Corresponde a aquellas configuraciones lineales que combinan usos centrales y servicios vinculados a los accesos a la ciudad. FOS 0,6. ALTURA REFERENCIA EN NIVELES 3. FOT COMERCIAL 1,2. FOT RESIDENCIAL 1,2. DENSIDAD COMERCIAL 300. DENSIDAD RESIDENCIAL 300. RETIROS Y REQUISITOS Laterales: Sobre Cno. Centenario, obligatorio, mínimo 3 mts. de un eje medianero. ""La Presente oferta esta condicionada a la confección del COTI por parte del Propietario (Res.AFIP 2371)."". ""Los metros publicados son aproximados, las medidas exactas surgirán de la escritura traslativa de dominio."""||||||||||||||||True
Terreno con quincho en 25 y 510. 400 mts2. El frente de 10 metros, cuenta con paredón y portón. Al ingresar se disfruta de una pileta de 3  x 7 mts con cerco perimetral. Quincho de 30 mts2.  Cuenta con cocina.  Espacio de comedor. Una habitación. Baño en el exterior. Espacio semi cubierto||||||||||||||||True
Se vende lote en gran zona. Zona de countrys (Grand Bell, Los Ceibos, Country Club de Estudiantes). 10 mts de frente x 30 mts de fondo. 300 mt2 totales. Tiene paredón al frente, alambrado, parrilla en el fondo, sala de maquinas/galpón. Zona con todos los servicios||||||||||||||||True
